word,phonetic,definition,translation,tag,context,collins,oxford,bnc,frq
needles,,"n the leaf of a conifer
n a slender pointer for indicating the reading on the scale of a measuring instrument
n a sharp pointed implement (usually steel)
n a stylus that formerly made sound by following a groove in a phonograph record
v goad or provoke,as by constant criticism
v prick with a needle","n. 针数, 千针本；折页顶针（needle复数形式）",,"Itspresence seemed alien to me and irrelevant to thebusiness in which I was engaged, a needless distraction.",0,0,0,0
neglectful,ni'glektful,"s not showing due care or attention
s failing in what duty requires","a. 不小心的, 疏忽的",,,0,0,34941,24618
neophyte,'ni:әufait,n. a plant that is found in an area where it had not been recorded previously,"n. 新入教者, 新信徒",gre,"The neophyte therapist tends to respond to this ""poorwoman"" and her tale with instant sympathy, but it does nottake long for the sympathy to evaporate in the light offurther knowledge.",0,0,40240,18670
nervously,,"r. in an anxiously nervous manner
r. with nervous excitement",adv. 焦急地；神经质地；提心吊胆地,,"Should you manage to accost her-whichis unlikely-and invite her to the coffee social hour followingthe service, she would thank you politely, nervously lookingaway from you, but tell you that she has a pressing engage-ment, and would then dash away.",0,1,7330,7093
neurotically,njuə'rɔtikəli,r. in a neurotic manner,adv. 神经质地；神经过敏地,,,0,0,0,42456
newborn,'nju:bɒ:n,"s. recently born
s. having just or recently arisen or come into existence","n. 婴儿
a. 新生的",,"From what we can ascertain by indirect evidence, it appearsthat the newborn infant during the first few months of its lifedoes not distinguish between itself and the rest of the uni-verse.",1,0,14042,7759
Nicodemus,,,尼科迪默斯（美国地名）,,"Christ himself spoke of the unpredictability ofgrace when he said to Nicodemus: ""Just as you can hearthe wind but can't tell where it comes from or where itwill go next, so it is with the Spirit.",0,0,29973,0
nighttime,,n the time after sunset and before sunrise while it is dark outside,n. 夜间,,,0,0,42636,9853
nihilistic,.naii'listik,a. of or relating to nihilism,"a. 虚无主义的, 无政府主义的",,,0,0,37113,26119
nirvana,nә:'vɑ:nә,n. (Hinduism and Buddhism) the beatitude that transcends the cycle of reincarnation; characterized by the extinction of desire and suffering and individual consciousness,n. 天堂,,,0,0,17849,19069
nonexistence,.nɒnig'zistәns,n. the state of not existing,"n. 不存在的事, 无, 不存在的东西",,"What we do know is that her whole life is devoted toavoiding risks and that in this endeavor, rather thanDependency 105enlarging her self, she has narrowed and diminished italmost to the point of nonexistence.",0,0,0,27345
nonexistent,.nɒnig'zistәnt,a. not having existence or being or actuality,a. 不存在的,,,0,0,33175,8711
noninfectious,,a not infectious,[医] 非传染性的,,"Although the concept of resistance is most commonly ap-plied to the infectious diseases, such as meningitis, it canalsoThe Miracle of Health 239be applied to all physical disease in one way or another,except that in the instance of noninfectious disease wehave almost no knowledge of how resistance works.",0,0,0,0
nonjudgmental,nɒndʒʌdʒ'mentl,a. refraining from making judgments especially ones based on personal opinions or standards,"a. 不按个人道德标准进行评定的, 不偏不倚的, 客观的",,"These adolescents are resentful ofany attempt to intervene in their life style of impulsiveness,and even when this resentment can be overcome by warmthand friendliness and a nonjudgmental attitude on the part ofthe therapist, their impulsiveness is often so severe that itprecludes their participation in the process of psychotherapyin any meaningful way.",0,0,0,25387
nonmechanical,'nɔnmә'kænikәl,"a not mechanical
s (of a person) lacking mechanical skills",非机械的,,"Actually, I don't begin to have the knowledge or thetime to gain that knowledge to be able to fix mostmechanical failures, given the fact that I choose toconcentrate my time on nonmechanical matters.",0,0,0,0
nonmedical,nɔn'medikәl,,a. 非医学的,,"At the end of the hour, after the psychiatristhas had a chance to learn the dimensions of yourproblem, you can ask him or her to refer you to a lessexpensive nonmedical therapist if appropriate.",0,0,0,22283
nonprofit,nɒn'prɒfit,s. not commercially motivated,"a. 非赢利的, 无利可图的
[法] 非营利的, 无利可图的",,"Since then, he has devoted much of histime and financial resources to the work of the Foundationfor Community Encouragement, a nonprofit organizationwhich he and his wife, Lily, helped found in 1984.",0,0,0,3837
nonsexual,'nɔn'seksjuәl,a not having or involving sex,"a. 无性别的, 无性的
[医] 无性的",,"Much,much more common, and ultimately more serious, is the phe-nomenon of social sadomasochism, in which people uncon-123 LOVEstiously desire to hurt and be hurt by each other throughtheir nonsexual interpersonal relations.",0,0,0,26325
norwich,,,n. 诺威奇（英国城市）,,,0,0,4381,0
nothingness,'nʌθiŋnis,n. the state of nonexistence,"n. 无, 微不足道, 无价值, 不存在, 虚无",,"We see a bewilderingmultiplicity of rituals and images without consensus: this godis a woman with six arms and six legs; that is a man who sitson a throne; this one is an elephant; that one the essence ofnothingness; pantheons, household gods, trinities, unities.",0,0,21469,16067
nucleic,nju:'kli:ik,,a. 核的,,"Recent scientific experiments with geneticmaterial in conjunction with the phenomenon ofmemory suggest that it is indeed possible to inheritknowledge, which is stored in the form of nucleic acidcodes within cells.",0,0,28400,29495
nugget,'nʌgit,n. a solid lump of a precious metal (especially gold) as found in the earth,"n. 金块, 贵金属块, 小块
[化] 熔核",,"Aswell as expressing appreciation, most of them havecontained additional gifts: appropriate poetry, usefulquotes from other authors, nuggets of wisdom and talesof personal experience.",0,0,20713,15671
nullity,'nʌliti,n. something that is null (especially an enactment that has no legal validity),"n. 无效, 无效行为, 无效证书
[法] 无效, 作废, 无效的行为",,"When we think of theunending growth and decay of life and civilization,we cannot escape the impression of abso-282 GRACElute nullity.",0,0,27034,36936
nurturance,'nә:tʃәrәns,n. physical and emotional care and nourishment,"n. 养育, 养成, 培育",,"We will now consider other suchforms, and we hope to demonstrate again that love is nevernurturance or cathexis without regard to spiritual growth.",0,0,0,24898
objectionable,әb'dʒekʃәnәbl,s. causing disapproval or protest,"a. 会引起反对的, 令人讨厌的",,"From her cake-eating habits we wenton to examine her work habits, and, as was to be expected,discovered that on any given day she would devote the firsthour to the more gratifying half of her work and theremaining six hours getting around to the objectionableremainder.",0,0,14370,15207
objectively,"әb'dʒektivli,ɔb-",r. with objectivity,adv. 客观地,,"But one can imagine the depthof confusion in Susan's childhood produced by her mother'snarcissism, and one can objectively see this confusion whenactually observing narcissistic mothers interact with theirchildren.",0,0,11272,12438
objectivity,",ɔbdʒek'tivәti",n. judgment based on observable phenomena and uninfluenced by emotions or personal prejudices,"n. 客观, 客观现实, 客观性
[经] 客观性",,"And, finally, it will be true if in the face of theScientific Tunnel Vision 230complexity of the matter they withdraw themselves fromdealing at all with the religious issues of their patients,hiding behind a cloak of such total objectivity that they donot consider it to be their role to be, themselves, in any wayspiritually or religiously involved.",0,0,9160,10485
obliviousness,ə'bliviəsnis,n. total forgetfulness,n. 健忘；不注意,,A certain kind of congenitalobliviousness might be a more proper term.,0,0,0,32468
okinawa,",әuki'nɑ:wә","n. the largest island of the central Ryukyu Islands
n. a campaign in the closing days of World War II in the Pacific (April to June 1945); in savage close-quarter fighting United States marines and regular army troops took the island from the Japanese; considered the greatest victory of the Pacific campaign for the Americans",n. 冲绳县（日本）,,,0,0,43882,0
Okinawan,,,"冲绳人
冲绳话
冲绳岛的",,,0,0,0,39506
omnipotence,ɒm'nipәtәns,n. the state of being omnipotent; having unlimited power,"n. 全能, 无限力量, 全能之神
[医] 全能",,"Although an entire book could bewritten about each one, let me simply list, roughly in orderof their occurrence, some of the major conditions, desiresand attitudes that must be given up in the course of awholly successful evolving lifetime:The state of infancy, in which no external demandsneed be responded toThe fantasy of omnipotenceThe desire for total (including sexual) possession of one'sparent(s)The dependency of childhoodDistorted images of one's parents84 DISCIPLINEThe omnipotentiality of adolescenceThe ""freedom"" of uncommitmentThe agility of youthThe sexual attractiveness and/or potency ofyouth The fantasy of immortalityAuthority over one's childrenVarious forms of temporal powerThe independence of physical healthAnd, ultimately, the self and life itself.",0,0,34111,27785
omnipresent,.ɒmni'prezәnt,s. being present everywhere at once,"a. 无所不在的, 普通存在的",gre,,0,0,22362,18682
omniscience,ɒm'niʃәns,n. the state of being omniscient; having infinite knowledge,"n. 全知, 全知者, 无所不知",,"For whenwe truly know what we are doing, we are participating inthe omniscience of God.",0,0,34552,29847
omniscient,ɒm'niʃәnt,s infinitely wise,"a. 全知的, 无所不知的
n. 无所不知者, 上帝",gre,"Although our conscious mind has denied reality, ourunconscious, which is omniscient, knows the true scoreand attempts to help us out by stimulating, throughsymptom formation, our conscious mind to theawareness that something is wrong.",0,0,24909,21274
oneness,'wʌnnis,n. the quality of being united into one,"n. 单一性, 同一性, 统一性",,Some even suggest that the pathtoward enlightenment or knowledge of the oneness of realityrequires that we regress or make ourselves like infants.,0,0,24388,20924
openly,'әjpәnli,r. in an open way,"adv. 公开地, 坦率地, 直率地, 公然地",,"For instance, some parents will openly say, ""Weknow that we have a problem in our marriage, and thatthis likely has something to do with our son's problem.",2,1,4961,4491
openness,'әupәnnis,"n. without obstructions to passage or view
n. characterized by an attitude of ready accessibility (especially about one's actions or purposes); without concealment; not secretive",n. 公开；宽阔；率真,,"While undergoing psychotherapy is an ultimate form ofbeing open to challenge, our more ordinary interactions dailyoffer us similar opportunities to risk openness: at the watercooler, in conference, on the golf course, at the dinner table,in bed when the lights are out; with our colleagues, our super-visors and employees, with our mates, our friends, our lovers,with our parents and our children.",0,0,8722,7321
